,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
40,40,9.984192001866177e-05,2025-01-27 22:33:11.452628,2025-01-27 22:36:16.676597,0 days 00:03:05.223969,,5,,,14,,,0.44742627710499644,0.007806864634474945,,0.9214574566241911,RMSprop,,fine_tuning,StepLR,3.0,0.12875013784659248,PRUNED
41,41,0.6884390115737915,2025-01-27 22:36:16.698525,2025-01-27 22:39:33.492286,0 days 00:03:16.793761,,6,,,12,,,0.42188880143707996,0.01398836519328797,,0.9376597349923569,SGD,,fine_tuning,StepLR,4.0,2.3096247487531283e-05,PRUNED
42,42,0.7578500509262085,2025-01-27 22:39:33.507637,2025-01-27 22:46:06.313850,0 days 00:06:32.806213,,6,,,12,,,0.49015469487115115,0.012670472882487556,,0.9359780443351209,SGD,,fine_tuning,StepLR,4.0,1.4037945099450079e-05,COMPLETE
43,43,0.7923312783241272,2025-01-27 22:46:06.342714,2025-01-27 22:53:12.116499,0 days 00:07:05.773785,,7,,,13,,,0.43053652677023435,0.023905678468141928,,0.9063724338358228,SGD,,fine_tuning,StepLR,2.0,3.646001746846494e-05,COMPLETE
44,44,0.7598735690116882,2025-01-27 22:53:12.144000,2025-01-27 23:01:24.672997,0 days 00:08:12.528997,,7,,,15,,,0.35284574316880524,0.034880237296216095,,0.9060696366019355,SGD,,fine_tuning,StepLR,2.0,5.5218681162293724e-05,COMPLETE
45,45,0.0012376237427815795,2025-01-27 23:01:24.699323,2025-01-27 23:04:39.637120,0 days 00:03:14.937797,,8,0.8698915700792923,0.9211814427676809,13,,,0.23665335380273256,0.005828379654001823,,,Adam,,fine_tuning,StepLR,2.0,,PRUNED
46,46,0.0,2025-01-27 23:04:39.652463,2025-01-27 23:07:23.738655,0 days 00:02:44.086192,,7,,,17,,,,0.024617666951146974,0.0012588023741918468,0.9009980978838085,SGD,,fine_tuning,OneCycleLR,,3.641462111230379e-05,PRUNED
47,47,0.15516260266304016,2025-01-27 23:07:23.753616,2025-01-27 23:09:05.051243,0 days 00:01:41.297627,,7,,,15,,0.10028206846671645,,0.031189256812922707,,0.9106113312840267,SGD,5.0,freezing,ReduceLROnPlateau,,3.219732540550219e-05,PRUNED
48,48,0.0,2025-01-27 23:09:05.068798,2025-01-27 23:11:39.927627,0 days 00:02:34.858829,,6,,,13,,,0.41173673049823134,0.008740686008783822,,0.9154959039792732,RMSprop,,fine_tuning,StepLR,2.0,0.10189219756630423,PRUNED
49,49,0.1831158697605133,2025-01-27 23:11:39.945688,2025-01-27 23:15:17.679854,0 days 00:03:37.734166,10.0,4,,,20,6.281804794577253e-07,,,0.021720358985664955,,0.9057557939935543,SGD,,random,CosineAnnealingLR,,1.3322779613468564e-05,PRUNED
50,50,0.6860411167144775,2025-01-27 23:15:17.697165,2025-01-27 23:18:35.342791,0 days 00:03:17.645626,,7,,,11,,,0.4826644514740718,0.018706802184843163,,0.9884359623570766,SGD,,fine_tuning,StepLR,3.0,5.6428547506449855e-05,PRUNED
51,51,0.7403773069381714,2025-01-27 23:18:35.360732,2025-01-27 23:26:46.972601,0 days 00:08:11.611869,,7,,,15,,,0.3467082299962326,0.0351052820961923,,0.9051217668389787,SGD,,fine_tuning,StepLR,2.0,5.3752022232456656e-05,COMPLETE
