,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
61,61,0.4376347064971924,2025-01-26 21:57:15.639406,2025-01-26 21:57:50.589582,0 days 00:00:34.950176,,6,0.8916925292906823,0.9442528897386419,18,,,,0.0005368616078050809,0.009864856341690372,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
62,62,0.4823683500289917,2025-01-26 21:57:50.607115,2025-01-26 21:59:19.293013,0 days 00:01:28.685898,,6,0.9158879820937615,0.9347287501444914,18,,,,0.0008225103890413634,0.007092020799710532,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
63,63,0.3687901496887207,2025-01-26 21:59:19.310668,2025-01-26 21:59:49.067197,0 days 00:00:29.756529,,7,0.9967624782720401,0.9515358894738328,19,,,,0.003912842825993633,0.004436376979661778,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
64,64,0.43598100543022156,2025-01-26 21:59:49.084860,2025-01-26 22:00:36.972459,0 days 00:00:47.887599,,5,0.8713953480337296,0.9441617201900635,18,,,,0.0017568611529063284,0.007142704400849304,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
65,65,0.4896366000175476,2025-01-26 22:00:36.990423,2025-01-26 22:02:11.592441,0 days 00:01:34.602018,,7,0.9009665346529828,0.9487254266437686,20,,,,0.00038094188210672006,0.009952225164783873,,Adam,,fine_tuning,OneCycleLR,,,COMPLETE
66,66,0.0476992204785347,2025-01-26 22:02:11.610285,2025-01-26 22:02:40.634749,0 days 00:00:29.024464,,7,0.8988456427378292,0.9223616350670222,20,,,,0.0003116427801023296,0.00012885121706641977,,Adam,,freezing,OneCycleLR,,,PRUNED
67,67,0.36798542737960815,2025-01-26 22:02:40.652236,2025-01-26 22:03:09.878864,0 days 00:00:29.226628,5.0,7,0.9149156171027136,0.9633513227968925,20,6.659574813347964e-07,,,0.0001712578523694773,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
68,68,0.3872527778148651,2025-01-26 22:03:09.898056,2025-01-26 22:03:37.747184,0 days 00:00:27.849128,,8,0.9374490402584158,0.9491790038838529,19,,,0.05512531241434687,0.00022756904485696239,,,Adam,,fine_tuning,StepLR,3.0,,PRUNED
69,69,0.397324800491333,2025-01-26 22:03:37.764786,2025-01-26 22:04:05.503217,0 days 00:00:27.738431,,8,0.9016898609970863,0.9864752436214731,20,,,,0.0003607332630878492,0.0051070944030765855,,Adam,,fine_tuning,OneCycleLR,,,PRUNED
70,70,0.3901229202747345,2025-01-26 22:04:05.521190,2025-01-26 22:04:34.629830,0 days 00:00:29.108640,8.0,7,0.9530050092662883,0.9109445287944091,19,3.740402164582266e-07,,,0.0021477941455559806,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
